--- ---
  0   0   0   0
 18   1   2 255
 36   2   4 255
 54   3   6 255
 73   4   8 255
 91   5  10 255
109   6  12 255
127   7  14 255
146   8  16 255
164   9  18 255
182  10  20 255
201  11  22 255
219  12  24 255
237  13  26 255
254  14  28 255
249  15  30 255
244  16  32 255
239  17  34 255
234  18  36 255
229  19  38 255
224  20  40 255
219  21  42 255
214  22  44 255
209  23  46 255
204  24  48 255
199  25  50 255
194  26  52 255
189  27  54 255
184  28  56 255
180  29  58 255
175  30  60 255
170  31  62 255
165  32  64 255
160  32  65 255
155  34  68 255
150  35  70 255
145  36  72 255
140  36  73 255
135  38  76 255
130  39  78 255
125  40  80 255
120  40  81 255
115  42  84 255
110  43  86 255
105  44  88 255
100  44  89 255
 95  46  92 255
 90  47  94 255
 85  48  96 255
 80  48  97 255
 75  50 100 255
 70  51 102 255
 65  52 104 255
 60  52 105 255
 55  54 108 255
 50  55 110 255
 45  56 112 255
 40  56 113 255
 35  58 116 255
 30  59 118 255
 25  60 120 255
 20  60 121 255
 15  62 124 255
 10  63 126 255
 64  64 128 255
 65  65 130 255
 65  65 131 255
 67  67 134 255
 68  68 136 255
 69  69 138 255
 70  70 140 255
 71  71 142 255
 72  72 144 255
 73  73 146 255
 73  73 147 255
 75  75 150 255
 76  76 152 255
 77  77 154 255
 78  78 156 255
 79  79 158 255
 80  80 160 255
 81  81 162 255
 81  81 163 255
 83  83 166 255
 84  84 168 255
 85  85 170 255
 86  86 172 255
 87  87 174 255
 88  88 176 255
 89  89 178 255
 89  89 179 255
 91  91 182 255
 92  92 184 255
 93  93 186 255
 94  94 188 255
 95  95 190 255
 96  96 192 255
 97  97 194 255
 97  97 195 255
 99  99 198 255
100 100 200 255
101 101 202 255
102 102 204 255
103 103 206 255
104 104 208 255
105 105 210 255
105 105 211 255
107 107 214 255
108 108 216 255
109 109 218 255
110 110 220 255
111 111 222 255
112 112 224 255
113 113 226 255
113 113 227 255
115 115 230 255
116 116 232 255
117 117 234 255
118 118 236 255
119 119 238 255
120 120 240 255
121 121 242 255
121 121 243 255
123 123 246 255
124 124 248 255
125 125 250 255
126 126 252 255
127 127 254 255
128 128 252 255
129 129 248 255
130 130 244 255
131 131 240 255
131 131 235 255
132 133 231 255
134 134 227 255
135 135 223 255
136 136 218 255
137 137 214 255
138 138 210 255
139 139 206 255
140 140 201 255
141 141 197 255
142 142 193 255
143 143 189 255
144 144 184 255
145 145 180 255
146 146 176 255
147 147 172 255
147 147 167 255
149 149 163 255
150 150 159 255
151 151 154 255
152 152 150 255
153 153 146 255
154 154 142 255
155 155 137 255
156 156 133 255
157 157 129 255
158 158 125 255
159 159 120 255
160 160 116 255
161 161 112 255
162 162 108 255
163 163 103 255
163 163  99 255
165 165  95 255
166 166  91 255
167 167  86 255
168 168  82 255
169 169  78 255
170 170  74 255
171 171  69 255
172 172  65 255
173 173  61 255
174 174  57 255
175 175  52 255
176 176  48 255
177 177  44 255
178 178  40 255
179 179  35 255
179 179  31 255
181 181  27 255
182 182  23 255
183 183  18 255
184 184  14 255
185 185  10 255
186 186   6 255
187 187   1 255
188 188   2 255
189 189   5 255
190 190   9 255
191 191  13 255
192 192  17 255
193 193  21 255
194 194  24 255
195 195  28 255
195 195  32 255
196 197  36 255
197 198  39 255
199 199  43 255
200 200  47 255
201 201  51 255
202 202  55 255
203 203  58 255
203 204  62 255
205 205  66 255
206 206  70 255
207 207  73 255
208 208  77 255
209 209  81 255
210 210  85 255
211 211  88 255
211 211  92 255
213 213  96 255
214 214 100 255
215 215 104 255
216 216 107 255
217 217 111 255
218 218 115 255
219 219 119 255
220 220 122 255
221 221 126 255
222 222 130 255
223 223 134 255
224 224 138 255
225 225 141 255
226 226 145 255
227 227 149 255
227 227 153 255
229 229 156 255
230 230 160 255
231 231 164 255
232 232 168 255
233 233 171 255
234 234 175 255
235 235 179 255
236 236 183 255
237 237 187 255
238 238 190 255
239 239 194 255
240 240 198 255
241 241 202 255
242 242 205 255
243 243 209 255
243 243 213 255
244 245 217 255
245 246 221 255
247 247 224 255
248 248 228 255
249 249 232 255
250 250 236 255
251 251 239 255
251 252 243 255
253 253 247 255
254 254 251 255
255 255 255 255
